window_start,window_end,lookahead_start,lookahead_end,churned,contract_start_date,contract_id,merchant_name,web_access_enabled,api_access_enabled,csv_export_enabled,renewals_in_lookahead,user_count,metric_bundle_count,mfa_enabled,api_calls_per_month,logins_in_window,renewal_revenue_in_window,new_business_revenue_in_window,upsell_revenue_in_window,contract_age,AvgUniqueUsers,SessionCount,PageviewCount,SavedReportCount,CompareGroupCount,supportTicketCount,PageviewSlope,SessionSlope,ScheduledReportSlope,SavedReportSlope,CompareGroupSlope,minTicketSentiment,maxTicketOpenTime,avgTicketSentiment
2018-01-31,2018-07-31,2018-07-31,2018-10-31,0.0,2016-03-28,CNT001041,Merchant 001041,True,True,True,0,1661,336,1,0,18,1422325.42,0.00,0.00,855,1195.268,6791.6214,61526.0656,0.0,428.8114,0.0,-4174.0816,-1041.8508,0.0,0.0,434.5698,,,
2019-04-30,2019-10-30,2019-10-30,2020-01-30,0.0,2016-03-01,CNT000826,Merchant 000826,True,True,True,0,902,222,1,0,0,0.00,0.00,0.00,1338,466.3205,2748.0233,30994.0135,0.0,302.5464,0.0,-14762.6404,-959.9352,0.0,0.0,136.8149,,,
2019-04-30,2019-10-30,2019-10-30,2020-01-30,0.0,2018-07-02,CNT000676,Merchant 000676,True,True,True,0,8530,459,1,946432,16,2524484.27,0.00,0.00,485,1252.5935,4799.1143,56732.6404,53.135,673.9083,0.0,-2253.0461,-64.8982,31.2331,42.7342,647.8141,,,
2018-11-30,2019-05-30,2019-05-30,2019-08-30,0.0,2016-09-25,CNT001037,Merchant 001037,True,True,True,0,832,413,0,0,15,0.00,0.00,395208.75,977,836.6929,27333.8149,318370.196,37.1192,197.4212,0.0,45829.3357,3248.3446,16.7005,20.987,201.5529,,,
2019-02-28,2019-08-28,2019-08-28,2019-11-28,0.0,2019-01-01,CNT000340,Merchant 000340,True,True,True,0,1980,348,1,0,0,0.00,0.00,0.00,239,113.8129,9264.356,102136.2258,36.0045,24.3908,0.0,-23291.2835,-647.3621,0.0,27.3007,23.3721,,,
2018-12-31,2019-06-30,2019-06-30,2019-09-30,0.0,2017-07-01,CNT000084,Merchant 000084,True,True,True,1,157,255,1,0,0,0.00,0.00,0.00,729,146.2626,166.4861,316.4944,0.0,24.6449,0.0,13.6247,0.0,0.0,0.0,24.915,,,
2019-02-28,2019-08-28,2019-08-28,2019-11-28,0.0,2018-11-12,CNT000261,Merchant 000261,True,True,True,1,3923,476,1,0,0,0.00,0.00,0.00,289,109.0152,3807.5483,20070.0233,8.572,103.3335,36.1456,-7382.1467,-793.0033,17.0193,10.4045,0.0,0.6705,4.0,0.7421
2018-05-31,2018-11-30,2018-11-30,2019-02-28,0.0,2017-08-04,CNT000148,Merchant 000148,True,True,True,0,4837,510,1,729347,32,739849.47,0.00,666560.72,483,1355.1386,29509.8673,286423.5512,95.9377,3010.1689,19.5985,37660.7374,3447.2858,0.0,97.6823,2758.363,0.9986,131.0,0.9986
2018-03-31,2018-09-30,2018-09-30,2018-12-30,0.0,2016-11-01,CNT000089,Merchant 000089,True,True,True,2,1812,393,1,0,0,0.00,0.00,0.00,698,273.5579,14515.333,284339.8466,0.0,169.0907,0.0,-60538.6825,-2139.1764,0.0,0.0,97.3831,,,
2017-11-30,2018-05-30,2018-05-30,2018-08-30,0.0,2017-10-01,CNT000191,Merchant 000191,True,True,True,0,290621,246,1,0,0,0.00,0.00,0.00,241,72.8559,185.8292,3372.3939,0.0,0.0,0.0,-709.387,14.4206,0.0,0.0,0.0,,,
2019-02-28,2019-08-28,2019-08-28,2019-11-28,0.0,2016-12-31,CNT000531,Merchant 000531,True,True,True,0,772,242,1,0,0,0.00,0.00,0.00,970,254.2687,4751.2954,18644.2964,0.0,80.9795,0.0,-3248.388,-751.0465,0.0,0.0,55.5417,,,
2018-05-31,2018-11-30,2018-11-30,2019-02-28,0.0,2013-06-01,CNT000484,Merchant 000484,True,False,True,0,253,295,1,0,0,0.00,0.00,0.00,2008,1337.2352,4057.9392,175718.3432,0.0,21.7859,0.0,-5633.404,-135.6268,0.0,0.0,27.4607,,,
2017-12-31,2018-06-30,2018-06-30,2018-09-30,1.0,2016-09-01,CNT000072,Merchant 000072,True,True,False,3,311314,282,1,0,0,0.00,0.00,0.00,667,81.5499,642.6327,14604.6765,0.0,0.0,0.0,-12197.5759,-528.0688,0.0,0.0,0.0,,,
2019-02-28,2019-08-28,2019-08-28,2019-11-28,0.0,2016-07-01,CNT000051,Merchant 000051,True,True,True,0,1572,431,1,831386,16,1821761.16,0.00,0.00,1153,1566.2298,7727.4109,105922.7639,360.3531,806.3961,22.8529,4793.6086,789.9484,0.0,281.3105,622.4774,0.9957,47.0,0.9957
2018-01-31,2018-07-31,2018-07-31,2018-10-31,0.0,2014-12-31,CNT000716,Merchant 000716,True,True,True,0,823,155,1,0,0,0.00,0.00,0.00,1308,22.0746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-12-31,2019-06-30,2019-06-30,2019-09-30,0.0,2016-04-15,CNT000943,Merchant 000943,True,True,True,0,1235,325,1,384085,38,983057.71,0.00,720512.83,1171,719.0842,15699.5424,160411.3877,44.5882,188.1975,19.4104,23417.244,1728.0874,0.0,35.7142,154.255,0.6114,19.0,0.6114
2018-05-31,2018-11-30,2018-11-30,2019-02-28,0.0,2017-12-29,CNT000796,Merchant 000796,True,False,True,0,846,399,1,0,0,0.00,0.00,0.00,336,448.9142,10551.6402,144304.911,0.0,151.3578,0.0,-28938.0728,-1057.0703,0.0,0.0,160.9555,,,
2018-08-31,2019-02-28,2019-02-28,2019-05-28,0.0,2012-06-29,CNT000664,Merchant 000664,True,True,True,0,252703,540,1,0,0,0.00,0.00,0.00,2435,9009.3427,34511.9244,285482.0228,225.8047,2956.6412,72.9783,-2579.7866,-554.3207,0.0,227.1139,1946.6111,-0.9589,5.0,0.52645
2018-02-28,2018-08-28,2018-08-28,2018-11-28,0.0,2016-09-30,CNT000857,Merchant 000857,True,True,True,0,4630,425,1,5212873,18,0.00,0.00,5591608.90,697,1428.0065,19833.2615,135182.6429,0.0,1096.4835,0.0,13592.4821,3869.847,0.0,0.0,632.5915,,,
2019-04-30,2019-10-30,2019-10-30,2020-01-30,0.0,2014-06-01,CNT000741,Merchant 000741,True,True,True,0,1970,421,1,0,0,0.00,0.00,0.00,1977,1248.7537,74361.7631,826247.6758,29.4147,1230.3532,112.4701,-19962.6082,493.12,0.0,26.3804,931.7415,-0.3885,7.0,0.2473666666666666
2019-05-31,2019-11-30,2019-11-30,2020-02-29,0.0,2015-06-30,CNT000842,Merchant 000842,True,True,True,0,1469,467,1,2587201,0,0.00,0.00,0.00,1614,1004.711,13710.7506,201305.5217,66.8127,804.2615,0.0,8613.9345,-98.7341,0.0,74.3638,602.5425,,,
2018-07-31,2019-01-31,2019-01-31,2019-04-30,0.0,2017-12-01,CNT000161,Merchant 000161,True,False,True,0,1672,348,1,0,15,1057454.46,0.00,0.00,426,187.571,14106.7905,159758.8576,0.0,22.7193,21.8637,-22151.2396,-1266.5677,0.0,0.0,27.6547,0.9682,11.0,0.9682
2018-01-31,2018-07-31,2018-07-31,2018-10-31,0.0,2018-01-01,CNT000544,Merchant 000544,True,True,True,0,4690,444,1,27251830,0,0.00,0.00,0.00,211,565.513,27208.3402,622552.7168,0.0,772.9323,0.0,42144.0175,1882.7423,0.0,0.0,311.2474,,,
2018-09-30,2019-03-30,2019-03-30,2019-06-30,1.0,2018-03-26,CNT000000,Merchant 000000,True,True,True,1,488,251,1,0,0,0.00,0.00,0.00,369,63.5997,2238.6483,13215.0259,0.0,0.0,0.0,1968.904,133.9901,0.0,0.0,0.0,,,
2018-03-31,2018-09-30,2018-09-30,2018-12-30,0.0,2017-08-04,CNT000148,Merchant 000148,True,True,True,0,4566,418,1,910645,19,924851.60,0.00,458193.36,422,1440.1093,33158.2374,322524.6314,0.0,2091.3399,0.0,-32230.8398,-243.2538,0.0,0.0,2167.1719,,,
2019-02-28,2019-08-28,2019-08-28,2019-11-28,1.0,2015-06-01,CNT000893,Merchant 000893,True,True,True,1,1016,244,1,0,0,0.00,0.00,0.00,1549,104.551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-11-30,2019-05-30,2019-05-30,2019-08-30,0.0,2013-11-01,CNT000431,Merchant 000431,True,True,True,0,316389,381,1,303347337,15,0.00,0.00,13522850.79,2036,16325.6456,118651.3754,1150718.4,432.6202,12338.1634,623.9505,125255.2953,3210.4629,108.6182,339.4757,9957.5028,0.0772,133.0,0.7849384920634921
2018-07-31,2019-01-31,2019-01-31,2019-04-30,1.0,2018-03-01,CNT000192,Merchant 000192,True,True,True,2,844,218,1,0,0,0.00,0.00,0.00,336,228.9737,1565.9336,17076.2646,20.7456,155.6976,0.0,459.1636,45.0712,13.321,19.7182,149.2335,,,
2018-12-31,2019-06-30,2019-06-30,2019-09-30,0.0,2013-06-01,CNT000515,Merchant 000515,True,False,True,0,4286,522,1,0,16,2631838.13,0.00,0.00,2220,1272.1401,32971.0972,596927.1157,77.4173,631.7642,0.0,-6274.1302,-714.4262,51.3005,71.5896,487.0436,,,
2018-10-31,2019-04-30,2019-04-30,2019-07-30,0.0,2015-05-01,CNT000760,Merchant 000760,True,True,True,0,275506,474,1,0,0,0.00,0.00,0.00,1460,233.5019,1016.0204,8188.2742,0.0,46.4283,0.0,-794.6868,-115.8008,0.0,0.0,46.1568,,,
2018-04-30,2018-10-30,2018-10-30,2019-01-30,0.0,2015-06-01,CNT000835,Merchant 000835,True,True,True,0,157,305,1,0,0,0.00,0.00,0.00,1247,736.8371,4565.5115,64085.9601,8.74,130.7448,0.0,-15083.1707,-497.0044,0.0,9.7397,109.9147,,,
2019-04-30,2019-10-30,2019-10-30,2020-01-30,0.0,2017-08-01,CNT000128,Merchant 000128,True,False,True,0,361,516,1,0,38,2079495.58,0.00,397451.62,820,1007.0555,3252.3842,37420.0976,89.0415,230.1831,0.0,614.1178,434.1983,83.0307,98.0603,182.3612,,,
2018-06-30,2018-12-30,2018-12-30,2019-03-30,0.0,2017-11-30,CNT000414,Merchant 000414,True,True,True,0,4096,415,1,16231001,16,2555407.04,0.00,0.00,395,3070.0878,32319.3208,357239.0841,484.6246,3076.6814,398.9207,-92603.3108,-3822.9266,107.4619,540.3748,2115.7315,0.0,84.0,0.7974623333333334
2018-01-31,2018-07-31,2018-07-31,2018-10-31,0.0,2016-09-01,CNT001007,Merchant 001007,True,False,True,0,883,207,1,0,0,0.00,0.00,0.00,698,198.033,2758.9533,23776.803,0.0,327.6235,0.0,-648.2778,-118.4852,0.0,0.0,314.5872,,,
2018-08-31,2019-02-28,2019-02-28,2019-05-28,1.0,2017-03-01,CNT000666,Merchant 000666,True,True,True,1,970,210,1,0,0,0.00,0.00,0.00,729,285.3237,6905.9835,121600.3989,0.0,231.2274,0.0,-30413.7252,-424.0834,0.0,0.0,190.0977,,,
2019-02-28,2019-08-28,2019-08-28,2019-11-28,0.0,2016-03-31,CNT000578,Merchant 000578,True,True,True,0,4789,426,1,1139034,0,0.00,0.00,0.00,1245,778.6273,5940.4924,59272.1191,10.8619,233.4748,21.801,-5417.5266,-799.2044,0.0,0.0,158.2881,0.9289,0.0,0.9289
2017-11-30,2018-05-30,2018-05-30,2018-08-30,0.0,2012-12-01,CNT000393,Merchant 000393,True,True,True,0,311284,416,1,0,19,3647239.59,0.00,0.00,2006,3758.8039,19477.9075,539061.5986,56.9846,1302.8985,80.4214,8531.4738,4239.8543,0.0,50.0667,1146.5713,0.9778,262.0,0.9885
2019-04-30,2019-10-30,2019-10-30,2020-01-30,0.0,2017-12-15,CNT000175,Merchant 000175,True,True,True,1,1602,577,1,0,18,0.00,0.00,360622.30,684,201.9111,1161.7813,22930.0742,0.0,260.7203,0.0,10576.7575,591.6176,0.0,0.0,192.7928,,,
2019-03-31,2019-09-30,2019-09-30,2019-12-30,0.0,2018-09-20,CNT000807,Merchant 000807,True,True,True,0,464,387,1,0,16,1338924.61,0.00,52581.56,375,416.7313,6506.2871,137776.0383,22.7365,107.2358,0.0,-5123.8106,-175.0859,0.0,18.4126,74.0623,,,
2018-06-30,2018-12-30,2018-12-30,2019-03-30,0.0,2013-10-01,CNT000385,Merchant 000385,True,True,True,0,267174,507,1,649841736,0,0.00,0.00,0.00,1916,15823.1915,124706.5166,2395021.9,168.0945,2141.9882,44.7315,-365888.7413,406.1644,0.0,174.9949,1834.2329,0.2263,102.0,0.4515
2018-05-31,2018-11-30,2018-11-30,2019-02-28,0.0,2017-11-10,CNT000838,Merchant 000838,True,True,True,0,1871,332,1,1528786,19,756768.38,0.00,0.00,385,472.8105,5642.0491,50019.2181,158.5125,906.6338,0.0,-2890.1149,313.9907,43.642,118.6863,790.0865,,,
2017-11-30,2018-05-30,2018-05-30,2018-08-30,0.0,2012-05-01,CNT000422,Merchant 000422,True,True,True,3,8056,429,1,134056663,0,0.00,0.00,0.00,2220,7237.6827,89387.3887,2221086.5,67.3364,3267.9222,0.0,149235.5368,25299.7757,0.0,17.7651,3460.9611,,,
2018-03-31,2018-09-30,2018-09-30,2018-12-30,0.0,2016-12-28,CNT000003,Merchant 000003,True,True,True,0,312179,315,1,0,0,0.00,0.00,0.00,641,106.6149,8164.9281,61419.6658,0.0,52.4511,0.0,2880.904,949.293,0.0,0.0,49.2699,,,
2017-12-31,2018-06-30,2018-06-30,2018-09-30,0.0,2013-10-01,CNT000625,Merchant 000625,True,True,True,0,330,264,1,0,0,0.00,0.00,0.00,1733,166.0229,5730.1985,171092.9998,200.0554,584.9763,22.4225,7984.5766,212.5286,251.3376,194.8142,585.993,0.9604,16.0,0.9604
2019-01-31,2019-07-31,2019-07-31,2019-10-31,0.0,2012-11-01,CNT000434,Merchant 000434,True,True,True,0,3788,443,1,6144803,18,0.00,0.00,1506189.95,2463,6134.0561,13022.9446,147832.8385,156.3502,1799.5148,59.4201,-1314.0817,-135.1472,70.316,120.0868,1980.6207,0.9877,75.0,0.99275
2017-11-30,2018-05-30,2018-05-30,2018-08-30,0.0,2015-09-01,CNT000720,Merchant 000720,True,True,True,0,276824,321,1,0,0,0.00,0.00,0.00,1002,50.7846,262.977,4914.5153,0.0,22.6841,0.0,0.0,0.0,0.0,0.0,22.5306,,,
2019-04-30,2019-10-30,2019-10-30,2020-01-30,0.0,2018-06-15,CNT000080,Merchant 000080,True,True,True,0,532,273,1,0,0,0.00,0.00,0.00,502,82.6056,4342.1534,83339.7584,648.3234,104.4181,0.0,6681.3582,422.4887,0.0,606.5565,66.8341,,,
2019-05-31,2019-11-30,2019-11-30,2020-02-29,1.0,2018-06-20,CNT000287,Merchant 000287,True,True,True,0,1976,288,1,0,0,0.00,0.00,0.00,528,64.0467,759.0368,11431.4861,0.0,0.0,0.0,-8080.0368,-374.0453,0.0,0.0,0.0,,,
2018-04-30,2018-10-30,2018-10-30,2019-01-30,0.0,2018-03-01,CNT000205,Merchant 000205,True,True,True,0,4477,352,1,0,0,0.00,0.00,0.00,243,72.0118,200.2986,384.2296,0.0,0.0,0.0,-53.7992,-16.831,0.0,0.0,0.0,,,
2018-12-31,2019-06-30,2019-06-30,2019-09-30,0.0,2013-05-01,CNT000573,Merchant 000573,True,True,True,0,1547,254,1,12111718,0,0.00,0.00,0.00,2251,1123.2878,18167.3846,264718.0815,262.4706,1068.8004,364.7446,24268.9994,543.1681,32.7181,192.8384,728.4125,-0.3138,66.0,0.7499191428571429
2018-05-31,2018-11-30,2018-11-30,2019-02-28,0.0,2014-12-01,CNT000463,Merchant 000463,True,True,True,0,269516,417,1,0,0,0.00,0.00,0.00,1460,4110.7157,41990.3152,650765.4474,61.7118,6009.5899,43.9651,-59637.7985,-1709.9126,27.9417,40.9167,4048.0783,0.6654,2.0,0.831
2017-11-30,2018-05-30,2018-05-30,2018-08-30,0.0,2017-03-01,CNT000666,Merchant 000666,True,True,True,0,818,206,1,0,18,420691.30,0.00,165855.88,455,240.825,6098.4271,180528.0889,41.4544,297.4509,0.0,24828.7402,1202.8976,34.8731,45.6827,324.427,,,
2018-05-31,2018-11-30,2018-11-30,2019-02-28,1.0,2014-08-01,CNT000733,Merchant 000733,True,True,True,1,336290,161,1,0,0,0.00,0.00,0.00,1582,1133.518,18973.2778,395158.6072,105.824,931.6803,77.2534,48825.4451,1290.6137,0.0,113.8567,752.3508,0.4939,23.0,0.71595
2019-01-31,2019-07-31,2019-07-31,2019-10-31,0.0,2015-10-01,CNT000443,Merchant 000443,True,False,True,0,298444,412,1,0,18,2265329.68,0.00,0.00,1399,1004.1534,9359.2699,187653.4346,97.1471,461.7924,0.0,38600.6777,77.7186,135.8097,121.4982,391.2752,,,
2018-07-31,2019-01-31,2019-01-31,2019-04-30,0.0,2018-07-15,CNT000291,Merchant 000291,True,False,True,0,137,412,1,0,0,0.00,0.00,0.00,200,19.3467,257.9548,4135.4486,0.0,25.0558,0.0,243.1192,29.5506,0.0,0.0,27.5512,,,
2018-01-31,2018-07-31,2018-07-31,2018-10-31,0.0,2017-03-01,CNT000109,Merchant 000109,True,True,True,0,267494,514,1,0,20,1616947.48,0.00,0.00,517,1590.3355,50710.1295,792801.9263,162.4876,4310.5157,0.0,4782.4287,239.4673,0.0,178.4805,3229.2628,,,
2019-02-28,2019-08-28,2019-08-28,2019-11-28,0.0,2017-07-03,CNT000377,Merchant 000377,True,False,True,0,4227,505,1,0,20,2587010.48,0.00,0.00,786,922.3125,8905.5593,130570.442,626.4442,1381.7422,79.8913,24333.2039,2155.0697,47.6952,565.8875,1330.1588,0.4329,14.0,0.70995
2019-01-31,2019-07-31,2019-07-31,2019-10-31,0.0,2012-11-01,CNT000468,Merchant 000468,True,True,True,1,3197,515,1,0,0,0.00,0.00,0.00,2463,1628.4055,23767.4425,211412.9967,77.0237,588.2897,19.8058,16589.0404,-445.3297,0.0,73.8313,410.8663,0.9371,0.0,0.9371
2018-08-31,2019-02-28,2019-02-28,2019-05-28,0.0,2016-09-01,CNT001001,Merchant 001001,True,True,True,0,1884,397,1,0,15,807141.82,0.00,0.00,910,582.9361,834.8641,8604.5671,33.4971,237.5753,0.0,-6023.3011,-352.1549,0.0,10.6483,70.7093,,,
2018-01-31,2018-07-31,2018-07-31,2018-10-31,0.0,2014-10-01,CNT000417,Merchant 000417,True,True,True,2,9839,447,1,11129562,0,0.00,0.00,0.00,1399,4267.5215,22415.6457,337026.1192,146.0729,2102.7296,84.6136,-12818.3641,-1023.0422,93.325,137.353,1509.988,0.6369,68.0,0.8774333333333333
2018-08-31,2019-02-28,2019-02-28,2019-05-28,0.0,2016-09-25,CNT001037,Merchant 001037,True,True,True,0,948,343,0,0,18,731104.88,0.00,109036.37,886,849.7752,22737.7834,349984.6374,19.3338,128.8247,0.0,7493.207,2654.4136,32.9164,20.6473,121.2624,,,
2018-02-28,2018-08-28,2018-08-28,2018-11-28,0.0,2013-06-01,CNT000398,Merchant 000398,True,True,True,1,257082,392,0,9370570,0,0.00,0.00,0.00,1914,2187.2561,29252.1641,756973.227,19.5566,2623.0766,42.0993,122435.0655,1052.6704,0.0,17.8639,2209.9839,0.9264,7.0,0.94505
2019-02-28,2019-08-28,2019-08-28,2019-11-28,0.0,2015-11-01,CNT001048,Merchant 001048,True,True,True,0,4804,434,1,0,19,0.00,0.00,2533100.39,1396,1395.8216,11770.3275,181852.32,70.9882,1291.5063,21.0915,6507.1512,126.581,17.0114,76.7641,1332.2316,0.9304,8.0,0.9304
2018-04-30,2018-10-30,2018-10-30,2019-01-30,0.0,2017-08-29,CNT000768,Merchant 000768,True,False,True,0,4785,392,1,0,19,3460787.24,0.00,246453.14,427,557.1304,7243.837,155099.5392,55.8716,276.9142,20.7921,-13758.416,-493.2986,16.4846,53.704,270.0941,0.2263,0.0,0.2263
2018-10-31,2019-04-30,2019-04-30,2019-07-30,0.0,2014-07-01,CNT000744,Merchant 000744,True,True,True,0,1766,289,1,0,0,0.00,0.00,0.00,1764,1301.0976,23464.2592,393732.099,17.5937,79.8444,0.0,-59113.0325,-2900.1831,0.0,10.7853,26.3925,,,
2017-12-31,2018-06-30,2018-06-30,2018-09-30,0.0,2016-09-07,CNT000036,Merchant 000036,True,True,True,1,875,361,1,0,0,0.00,0.00,0.00,661,1035.4221,2318.7566,38838.6546,0.0,320.4023,0.0,-8445.4018,-583.0599,0.0,0.0,254.8302,,,
2017-11-30,2018-05-30,2018-05-30,2018-08-30,1.0,2017-06-15,CNT000135,Merchant 000135,True,True,True,1,258600,300,1,0,0,0.00,0.00,0.00,349,264.0966,786.7679,11140.4158,0.0,81.4623,0.0,-3444.8585,17.18,0.0,0.0,23.6646,,,
2018-06-30,2018-12-30,2018-12-30,2019-03-30,0.0,2012-05-01,CNT000422,Merchant 000422,True,True,True,0,8899,401,1,139265376,0,0.00,0.00,0.00,2434,9394.9761,154327.2185,2150196.5,171.7129,3119.4362,68.4774,-278907.548,-6198.1831,0.0,156.5991,2489.7899,0.8506,2.0,0.935375
2019-05-31,2019-11-30,2019-11-30,2020-02-29,0.0,2014-10-01,CNT000417,Merchant 000417,True,True,True,0,8237,493,1,11466710,0,0.00,0.00,0.00,1886,6254.5561,18499.579,243250.8352,212.5888,1397.3001,21.2225,-41183.1055,-1220.7085,32.599,218.0324,1173.8705,0.7882,0.0,0.7882
2018-12-31,2019-06-30,2019-06-30,2019-09-30,0.0,2013-03-01,CNT000569,Merchant 000569,True,True,True,2,334,402,1,1868582,0,0.00,0.00,0.00,2312,198.3724,3609.9475,49684.6599,0.0,146.3213,41.838,43615.5908,2737.9031,0.0,0.0,144.2831,-0.4767,4.0,-0.23835
2019-01-31,2019-07-31,2019-07-31,2019-10-31,1.0,2015-06-01,CNT000483,Merchant 000483,True,True,True,1,1880,363,1,0,0,0.00,0.00,0.00,1521,405.3872,2048.0245,23227.3944,96.3963,69.7602,19.2406,637.6475,169.1854,29.8795,124.5299,81.2175,0.4678,94.0,0.4678
2018-05-31,2018-11-30,2018-11-30,2019-02-28,0.0,2014-11-01,CNT000636,Merchant 000636,True,True,True,0,310821,378,1,0,0,0.00,0.00,0.00,1490,1731.2627,10527.8061,205953.7473,29.1912,635.6834,37.1851,-22909.4245,-153.8911,35.2585,30.6113,475.6821,0.5983,32.0,0.6764
2018-10-31,2019-04-30,2019-04-30,2019-07-30,0.0,2014-05-01,CNT000730,Merchant 000730,True,True,True,3,4654,389,1,144698472,0,0.00,0.00,0.00,1825,5348.989,43211.5718,445760.6095,92.868,1570.0942,41.3383,-48732.6127,-3905.233,0.0,81.0032,1002.726,0.8832,7.0,0.8832
2018-09-30,2019-03-30,2019-03-30,2019-06-30,0.0,2017-06-01,CNT000631,Merchant 000631,True,True,True,0,2034,333,1,30107,0,0.00,0.00,0.00,667,110.3149,415.6019,1300.2486,0.0,49.4315,0.0,34.0971,-288.0474,0.0,0.0,45.3755,,,
2019-03-31,2019-09-30,2019-09-30,2019-12-30,0.0,2015-12-01,CNT000802,Merchant 000802,True,True,True,1,540,414,1,0,44,570862.28,291053.96,78120.76,1399,1792.7927,21251.6071,265238.027,64.7961,239.5676,0.0,26845.7755,494.1944,0.0,61.0876,212.9868,,,
2018-03-31,2018-09-30,2018-09-30,2018-12-30,0.0,2017-08-29,CNT000768,Merchant 000768,True,False,True,0,4010,461,1,0,18,3628924.99,0.00,200505.91,397,534.601,7433.3424,164496.6646,79.2142,277.1577,17.1272,-22853.5727,-205.1594,13.4969,68.6633,263.7687,0.2263,0.0,0.2263
2019-04-30,2019-10-30,2019-10-30,2020-01-30,0.0,2017-03-15,CNT000427,Merchant 000427,True,True,True,0,7723,434,1,4071772,0,0.00,0.00,0.00,959,4113.7965,37812.7826,464331.6318,599.7665,3434.3675,200.3158,-30735.8818,-2227.8372,367.4069,573.2306,3557.7874,0.3291,11.0,0.6714944444444444
2018-01-31,2018-07-31,2018-07-31,2018-10-31,1.0,2017-10-11,CNT000132,Merchant 000132,True,True,True,1,285787,384,1,0,0,0.00,0.00,0.00,293,119.106,2971.2965,49616.6847,0.0,107.9381,0.0,6642.632,223.3339,0.0,0.0,113.4174,,,
2018-11-30,2019-05-30,2019-05-30,2019-08-30,0.0,2018-03-31,CNT000517,Merchant 000517,True,True,True,0,1439,469,1,851606,0,0.00,0.00,0.00,425,697.8198,21591.8236,224236.973,53.6063,348.7147,0.0,7061.0019,1541.0994,28.6507,45.8218,165.1652,,,
2018-07-31,2019-01-31,2019-01-31,2019-04-30,0.0,2016-09-01,CNT001001,Merchant 001001,True,True,True,0,1697,449,1,0,18,925366.49,0.00,0.00,882,489.6497,944.6454,9192.5173,18.5004,228.0471,0.0,-1884.1236,-291.0525,0.0,20.0408,157.2929,,,
2018-01-31,2018-07-31,2018-07-31,2018-10-31,0.0,2017-07-11,CNT000165,Merchant 000165,True,False,True,0,4724,417,1,0,16,578040.13,0.00,36037.12,385,584.6508,82665.3819,824838.5285,33.8075,770.592,0.0,160260.4635,9511.7,0.0,30.1889,599.9416,,,
2018-01-31,2018-07-31,2018-07-31,2018-10-31,0.0,2014-12-01,CNT000475,Merchant 000475,True,True,True,1,756,463,1,0,17,0.00,0.00,1159173.74,1338,1842.7424,12439.4402,188587.511,460.9068,1622.5169,38.6319,19661.542,912.6236,268.6198,457.3535,1622.7051,0.89,26.0,0.9442
2018-11-30,2019-05-30,2019-05-30,2019-08-30,0.0,2017-11-29,CNT000069,Merchant 000069,True,True,True,0,4665,566,1,0,0,0.00,0.00,0.00,547,233.2537,2874.1265,65758.2126,0.0,26.3032,0.0,41544.1948,199.5056,0.0,0.0,22.8965,,,
2018-11-30,2019-05-30,2019-05-30,2019-08-30,0.0,2016-03-01,CNT000800,Merchant 000800,True,True,True,0,1402,292,1,0,15,601627.14,0.00,19944.44,1185,846.729,3655.4119,35864.721,150.0676,557.9898,22.5776,17395.7275,1194.3779,0.0,164.5773,605.6883,0.9308,1.0,0.9308
2018-01-31,2018-07-31,2018-07-31,2018-10-31,1.0,2017-09-30,CNT000621,Merchant 000621,True,True,True,1,317739,252,1,0,0,0.00,0.00,0.00,304,93.6612,1366.7212,20380.2578,19.9224,138.5606,0.0,2552.7965,276.4165,17.4306,21.9405,127.5506,,,
2017-12-31,2018-06-30,2018-06-30,2018-09-30,0.0,2016-09-01,CNT000534,Merchant 000534,True,True,True,3,12183,480,1,51936149,38,566421.57,0.00,596049.79,667,3548.8592,51947.1147,940811.1009,587.1238,3990.2311,57.6898,3504.1104,1105.9154,148.3534,628.0074,3484.43,0.8977,1.0,0.96705
2019-02-28,2019-08-28,2019-08-28,2019-11-28,0.0,2015-06-01,CNT000835,Merchant 000835,True,True,True,0,129,303,1,0,16,455566.16,0.00,0.00,1549,744.8137,4490.4042,48737.1094,0.0,63.7233,0.0,-4788.0974,-396.1322,0.0,0.0,78.9821,,,
2018-08-31,2019-02-28,2019-02-28,2019-05-28,0.0,2016-06-13,CNT000690,Merchant 000690,True,True,True,0,510,514,1,731418,0,0.00,0.00,0.00,990,2062.1311,7103.5711,105011.8679,176.6971,652.4938,0.0,-1230.4348,-193.7109,0.0,159.8714,521.8551,,,
2019-05-31,2019-11-30,2019-11-30,2020-02-29,1.0,2018-12-17,CNT000243,Merchant 000243,True,False,True,1,4365,393,1,0,0,0.00,0.00,0.00,348,245.4261,238.1367,2113.11,0.0,0.0,0.0,-1109.0517,-115.1679,0.0,0.0,0.0,,,
2018-03-31,2018-09-30,2018-09-30,2018-12-30,1.0,2017-10-01,CNT001013,Merchant 001013,True,True,True,1,305813,283,1,0,0,0.00,0.00,0.00,364,765.3389,14500.9555,238365.0627,0.0,377.734,0.0,-31491.0059,-1518.2985,0.0,0.0,453.5933,,,
